X,dna_part_prom_forward_part_rbs_forward_part_YFP_forward_part_t_forward_,protein_YFP_degtagged,rna_part_rbs_forward_part_YFP_forward_part_t_forward_,time
499.99999967543846,499.99999948070155,15519.947593477296,2489.1139353586445,600.0
499.99999979714903,499.99999967543846,15607.61355752229,2492.180412110767,610.0
499.99999987321814,499.99999979714903,15688.8232643591,2494.9574547209404,620.0
499.99999992076135,499.99999987321814,15764.014481938633,2497.472381912072,630.0
499.99999995047585,499.99999992076135,15833.599857074314,2499.7499338865455,640.0
499.9999999690474,499.99999995047585,15897.96775761754,2501.8125157009126,650.0
499.9999999806546,499.9999999690474,15957.48317945644,2503.6804176708333,660.0
499.9999999879091,499.9999999806546,16012.48869859835,2505.3720149737205,670.0
499.99999999244324,499.9999999879091,16063.305270703038,2506.9039387248567,680.0
499.999999995277,499.99999999244324,16110.233786643,2508.2912702654935,690.0
499.9999999970481,499.999999995277,16153.555495531498,2509.547657274028,700.0
499.9999999981551,499.9999999970481,16193.533193281737,2510.6854592951413,710.0
499.99999999884693,499.9999999981551,16230.412199449227,2511.715869266344,720.0
499.99999999927934,499.99999999884693,16264.421315017433,2512.649023632833,730.0
499.9999999995496,499.99999999927934,16295.773755084492,2513.4941020691253,740.0
499.9999999997185,499.9999999995496,16324.668052655239,2514.25941778831,750.0
499.99999999982407,499.9999999997185,16351.28893068281,2514.9524993272503,760.0
499.99999999989,499.99999999982407,16375.808140300716,2515.58016461222,770.0
499.9999999999312,499.99999999989,16398.385263858065,2516.148588033571,780.0
499.999999999957,499.9999999999312,16419.168481933375,2516.663361189253,790.0
499.99999999996777,499.999999999957,16438.29530397231,2517.1295478947663,800.0
499.99999999997584,499.99999999996777,16455.89326258215,2517.55173400071,810.0
499.99999999998187,499.99999999997584,16472.08057183374,2517.9340725080297,820.0
499.9999999999864,499.99999999998187,16486.96675017979,2518.280324424797,830.0
499.9999999999898,499.9999999999864,16500.6532088032,2518.593895766477,840.0
499.9999999999924,499.9999999999898,16513.23380637214,2518.8778710637052,850.0
499.9999999999943,499.9999999999924,16524.795371300745,2519.135043707222,860.0
499.99999999999574,499.9999999999943,16535.418192707464,2519.367943428514,870.0
499.9999999999968,499.99999999999574,16545.176481326616,2519.578861186517,880.0
499.9999999999976,499.9999999999968,16554.13880167148,2519.7698717052344,890.0
499.99999999999824,499.9999999999976,16562.3684767687,2519.942853883993,900.0
499.9999999999987,499.99999999999824,16569.923966792496,2520.0995092811618,910.0
499.99999999999903,499.9999999999987,16576.859222918843,2520.2413788531567,920.0
499.99999999999926,499.99999999999903,16583.22401770468,2520.36985811344,930.0
499.99999999999943,499.99999999999926,16589.064253270553,2520.486210860642,940.0
499.9999999999996,499.99999999999943,16594.422248533756,2520.5915816108723,950.0
499.9999999999997,499.9999999999996,16599.337006700902,2520.687006856542,960.0
499.9999999999998,499.9999999999997,16603.84446418715,2520.77342526245,970.0
499.99999999999983,499.9999999999998,16607.977722085398,2520.8516868994607,980.0
499.9999999999999,499.99999999999983,16611.767260664437,2520.9225615922996,990.0
499.99999999999994,499.9999999999999,16615.241139034417,2520.986746491518,1000.0
499.99999999999994,499.99999999999994,16618.425181515035,2521.044872955487,1010.0
499.99999999999994,499.99999999999994,16621.34314955571,2521.0975127596353,1020.0
499.99999999999994,499.99999999999994,16624.016901103238,2521.145183719511,1030.0
499.99999999999994,499.99999999999994,16626.466538261626,2521.1883547831485,1040.0
499.99999999999994,499.99999999999994,16628.710544034504,2521.22745064286,1050.0
499.99999999999994,499.99999999999994,16630.765908895548,2521.2628559117697,1060.0
499.99999999999994,499.99999999999994,16632.648247889105,2521.294918906199,1070.0
499.99999999999994,499.99999999999994,16634.37190892099,2521.323955071084,1080.0
499.99999999999994,499.99999999999994,16635.95007285953,2521.3502500821205,1090.0
499.99999999999994,499.99999999999994,16637.394846027877,2521.3740626551494,1100.0
499.99999999999994,499.99999999999994,16638.717345632624,2521.3956270904023,1110.0
499.99999999999994,499.99999999999994,16639.927778637986,2521.41515557665,1120.0
499.99999999999994,499.99999999999994,16641.035698511783,2521.4328439745423,1130.0
499.99999999999994,499.99999999999994,16642.049532884153,2521.4488627637406,1140.0
499.99999999999994,499.99999999999994,16642.977170936294,2521.463369510186,1150.0
499.99999999999994,499.99999999999994,16643.825850906655,2521.476506913666,1160.0
499.99999999999994,499.99999999999994,16644.6022126842,2521.4884042100584,1170.0
499.99999999999994,499.99999999999994,16645.312346272756,2521.4991784413537,1180.0
499.99999999999994,499.99999999999994,16645.961836436552,2521.508935605904,1190.0
499.99999999999994,499.99999999999994,16646.5558038164,2521.5177717001834,1200.0
